Response,Label,Question
"Parks promote physical health and recreation by providing spaces for exercise, sports, and leisure activities, which encourage physical activity and help reduce obesity and related health issues.",Non-Animal,How do parks promote physical health and recreation?
The lightest metal on the periodic table is Lithium.,Non-Animal,What is the lightest metal on the periodic table?
The largest moon in our solar system is Ganymede.,Non-Animal,What is the name of the largest moon in our solar system?
Barbie's full name is Barbara Millicent Roberts.,Non-Animal,What is Barbie's full name?
Coffee is commonly served with breakfast in many cultures.,Non-Animal,What beverage is commonly served with breakfast in many cultures?
"The order of the moon phases, starting from the new moon, is: new moon, waxing crescent, first quarter, waxing gibbous, full moon, waning gibbous, last quarter, and waning crescent.",Non-Animal,"What is the order of the moon phases, starting from the new moon?"
"Power drills are commonly used in construction, woodworking, metalworking, and DIY projects.",Non-Animal,Where are power drills commonly used?
"There are four primary phases of the moon: new moon, first quarter, full moon, and last quarter.",Non-Animal,How many primary phases of the moon are there?
A ladle is used to serve soups and stews.,Non-Animal,What tool is used to serve soups and stews?
"Mountains create diverse habitats and microclimates, leading to varied plant and animal species distribution due to changes in altitude, temperature, and precipitation.",Non-Animal,How do mountains impact the distribution of plant and animal species?
There are four books in the Twilight series.,Non-Animal,How many books are in the Twilight series?
A typical toy spider has 8 legs.,Non-Animal,How many legs does a typical toy spider have?
"The most popular flavor of ice cream varies by region, but globally, vanilla is often cited as the most popular flavor.",Non-Animal,What is the most popular flavor of ice cream?
"During autumn, trees undergo changes such as shedding leaves, which turn various colors like red, orange, and yellow due to the breakdown of chlorophyll. This process is known as senescence.",Non-Animal,How do trees change during autumn?
The most popular holiday in the United States is Christmas.,Non-Animal,What is the most popular holiday in the United States?
"Some popular locations to host birthday parties include home venues, local parks, indoor play centers, restaurants, and community halls.",Non-Animal,What are some popular locations to host birthday parties?
"The Summer Olympics in 2024 are scheduled to be held in Paris, France.",Non-Animal,In which city are the Summer Olympics scheduled to be held in 2024?
The planet known for its beautiful rings is Saturn.,Non-Animal,Which planet is known for its beautiful rings?
"The natural wonder located in Arizona, USA, is the Grand Canyon.",Non-Animal,"What natural wonder is located in Arizona, USA?"
"Astronomers measure the distance to stars using methods like parallax, standard candles (such as Cepheid variables and Type Ia supernovae), and redshift.",Non-Animal,How do astronomers measure the distance to stars?
There are 60 minutes in an hour.,Non-Animal,How many minutes are in an hour?
"Common equipment used in snorkeling includes a snorkel, mask, fins, and wetsuit.",Non-Animal,What equipment is commonly used in snorkeling?
"Some popular camping destinations around the world include Yosemite National Park in the USA, Banff National Park in Canada, Lake District in the UK, Kruger National Park in South Africa, and the Great Barrier Reef in Australia.",Non-Animal,What are some popular camping destinations around the world?
"The benefits of using a helmet while riding a bicycle include:

1. Protection against head injuries: Helmets absorb and distribute the impact force, reducing the risk of traumatic brain injuries.
2. Increased visibility: Some helmets have reflective materials or bright colors, making cyclists more visible to drivers.
3. Legal compliance: In many places, wearing a helmet is a legal requirement for cyclists.
4. Encourages safe riding habits: Wearing a helmet can remind riders to follow other safety precautions, like obeying traffic rules.",Non-Animal,What are the benefits of using a helmet while riding a bicycle?
The official language of Brazil is Portuguese.,Non-Animal,What is the official language of Brazil?
"Metals are typically known for their strength, conductivity, malleability, and ductility.",Non-Animal,What are metals typically known for?
The vegetable known for its strong smell and commonly used in cooking to add flavor is garlic.,Non-Animal,Which vegetable is known for its strong smell and is commonly used in cooking to add flavor?
The name of the fairy tale character who had to spin straw into gold is Rumpelstiltskin.,Non-Animal,What is the name of the fairy tale character who had to spin straw into gold?
The famous Mona Lisa was painted by Leonardo da Vinci.,Non-Animal,Who painted the famous Mona Lisa?
A knife is used to chop ingredients on a cutting board in the kitchen.,Non-Animal,What item is used to chop ingredients on in the kitchen?
"The tallest mountain in the world is Mount Everest, with a peak at 8,848.86 meters (29,031.7 feet) above sea level.",Non-Animal,What is the tallest mountain in the world?
